,region,year,policy,consumer,fuel,resid_exp_2020USD,resid_exp_2020USD_total,fuel_exp_share
18278,Russia,2060,ndc,d2,modern,8829510235.589493,8959090888.87216,0.9855364059936466
18279,Russia,2060,ndc,d3,TradBio,1199132.44285771,9838206519.264248,0.00012188526846937823
18280,Russia,2060,ndc,d3,coal,123558930.31107041,9838206519.264248,0.012559090934829329
18281,Russia,2060,ndc,d3,modern,9713448456.51032,9838206519.264248,0.9873190237967013
18282,Russia,2060,ndc,d4,TradBio,0.0,10461937634.772614,0.0
18283,Russia,2060,ndc,d4,coal,121386335.32945897,10461937634.772614,0.011602662868683528
18284,Russia,2060,ndc,d4,modern,10340551299.443153,10461937634.772614,0.9883973371313164
18285,Russia,2060,ndc,d5,TradBio,0.0,10992527937.130587,0.0
18286,Russia,2060,ndc,d5,coal,119130756.54534873,10992527937.130587,0.010837430409701174
18287,Russia,2060,ndc,d5,modern,10873397180.585238,10992527937.130587,0.9891625695902988
18288,Russia,2060,ndc,d6,TradBio,0.0,11492928668.448593,0.0
18289,Russia,2060,ndc,d6,coal,111042997.08942996,11492928668.448593,0.00966185384881706
18290,Russia,2060,ndc,d6,modern,11381885671.359161,11492928668.448593,0.9903381461511828
18291,Russia,2060,ndc,d7,TradBio,0.0,12001822910.336891,0.0
18292,Russia,2060,ndc,d7,coal,102551778.28898132,12001822910.336891,0.008544683508090746
18293,Russia,2060,ndc,d7,modern,11899271132.047909,12001822910.336891,0.9914553164919092
18294,Russia,2060,ndc,d8,TradBio,0.0,12566838829.041685,0.0
18295,Russia,2060,ndc,d8,coal,93544084.10821873,12566838829.041685,0.007443724343153064
18296,Russia,2060,ndc,d8,modern,12473294744.933466,12566838829.041685,0.9925562756568469
18297,Russia,2060,ndc,d9,TradBio,0.0,13263810197.373655,0.0
18298,Russia,2060,ndc,d9,coal,81476263.42007181,13263810197.373655,0.006142749497139576
18299,Russia,2060,ndc,d9,modern,13182333933.953583,13263810197.373655,0.9938572505028603
18300,Russia,2060,ndl,d1,TradBio,11554901.13401984,6574336687.824785,0.0017575767233550291
18301,Russia,2060,ndl,d1,coal,115622605.79726118,6574336687.824785,0.01758696143618355
18302,Russia,2060,ndl,d1,modern,6447159180.893505,6574336687.824785,0.9806554618404616
18303,Russia,2060,ndl,d10,TradBio,0.0,14441910661.672491,0.0
18304,Russia,2060,ndl,d10,coal,52713409.04785256,14441910661.672491,0.003650030129860111
18305,Russia,2060,ndl,d10,modern,14389197252.624638,14441910661.672491,0.9963499698701398
18306,Russia,2060,ndl,d2,TradBio,3732950.66648645,8660111292.649658,0.000431051119360882
18307,Russia,2060,ndl,d2,coal,112478034.1565032,8660111292.649658,0.012988058739149216
18308,Russia,2060,ndl,d2,modern,8543900307.82667,8660111292.649658,0.9865808901414901
18309,Russia,2060,ndl,d3,TradBio,1199132.44285771,9504510720.619644,0.00012616456313277038
18310,Russia,2060,ndl,d3,coal,110217040.60529047,9504510720.619644,0.011596287683297483
18311,Russia,2060,ndl,d3,modern,9393094547.571497,9504510720.619644,0.9882775477535698
18312,Russia,2060,ndl,d4,TradBio,0.0,10105733758.2038,0.0
18313,Russia,2060,ndl,d4,coal,108077907.6430259,10105733758.2038,0.01069471155969141
18314,Russia,2060,ndl,d4,modern,9997655850.560774,10105733758.2038,0.9893052884403085
18315,Russia,2060,ndl,d5,TradBio,0.0,10618599636.611944,0.0
18316,Russia,2060,ndl,d5,coal,105864521.43560047,10618599636.611944,0.009969725298860449
18317,Russia,2060,ndl,d5,modern,10512735115.176344,10618599636.611944,0.9900302747011396
18318,Russia,2060,ndl,d6,TradBio,0.0,11104792083.379908,0.0
18319,Russia,2060,ndl,d6,coal,99835797.43017487,11104792083.379908,0.008990334684392252
18320,Russia,2060,ndl,d6,modern,11004956285.949734,11104792083.379908,0.9910096653156079
18321,Russia,2060,ndl,d7,TradBio,0.0,11598625706.782887,0.0
18322,Russia,2060,ndl,d7,coal,92201569.04732461,11598625706.782887,0.007949352912854585
18323,Russia,2060,ndl,d7,modern,11506424137.735561,11598625706.782887,0.9920506470871454
18324,Russia,2060,ndl,d8,TradBio,0.0,12147082033.728989,0.0
18325,Russia,2060,ndl,d8,coal,84102991.42320554,12147082033.728989,0.0069237197204789986
18326,Russia,2060,ndl,d8,modern,12062979042.305782,12147082033.728989,0.9930762802795209
18327,Russia,2060,ndl,d9,TradBio,0.0,12824004035.449665,0.0
18328,Russia,2060,ndl,d9,coal,73253135.6626013,12824004035.449665,0.005712189068258722
18329,Russia,2060,ndl,d9,modern,12750750899.787064,12824004035.449665,0.9942878109317412
18330,Russia,2060,ref,d1,TradBio,11554901.13401984,5704863853.376128,0.0020254473079461257
18331,Russia,2060,ref,d1,coal,61504459.23921947,5704863853.376128,0.01078105644937017
18332,Russia,2060,ref,d1,modern,5631804493.002889,5704863853.376128,0.9871934962426837
18333,Russia,2060,ref,d10,TradBio,0.0,12418153826.058342,0.0
18334,Russia,2060,ref,d10,coal,28787372.873776715,12418153826.058342,0.002318168487603132
18335,Russia,2060,ref,d10,modern,12389366453.184566,12418153826.058342,0.997681831512397
18336,Russia,2060,ref,d2,TradBio,3732950.66648645,7363844595.0189705,0.0005069295825459817
18337,Russia,2060,ref,d2,coal,58558047.21767111,7363844595.0189705,0.00795210252770418
18338,Russia,2060,ref,d2,modern,7301553597.134813,7363844595.0189705,0.9915409678897499
18339,Russia,2060,ref,d3,TradBio,1199132.44285771,8057516277.403851,0.00014882159732280094
18340,Russia,2060,ref,d3,coal,56507238.90292292,8057516277.403851,0.007012984765713644
18341,Russia,2060,ref,d3,modern,7999809906.05807,8057516277.403851,0.9928381936369636
18342,Russia,2060,ref,d4,TradBio,0.0,8565457102.577185,0.0
18343,Russia,2060,ref,d4,coal,54616498.40838921,8565457102.577185,0.0063763670466525525
18344,Russia,2060,ref,d4,modern,8510840604.168795,8565457102.577185,0.9936236329533473
18345,Russia,2060,ref,d5,TradBio,0.0,9006054567.038408,0.0
18346,Russia,2060,ref,d5,coal,52709072.05623316,9006054567.038408,0.0058526263264210105
18347,Russia,2060,ref,d5,modern,8953345494.982176,9006054567.038408,0.9941473736735791
18348,Russia,2060,ref,d6,TradBio,0.0,9430463681.044273,0.0
18349,Russia,2060,ref,d6,coal,50662532.216690674,9430463681.044273,0.0053722207019921
18350,Russia,2060,ref,d6,modern,9379801148.827583,9430463681.044273,0.9946277792980079
18351,Russia,2060,ref,d7,TradBio,0.0,9865928811.310482,0.0
18352,Russia,2060,ref,d7,coal,48319915.41515144,9865928811.310482,0.004897654984065626
18353,Russia,2060,ref,d7,modern,9817608895.89533,9865928811.310482,0.9951023450159343
18354,Russia,2060,ref,d8,TradBio,0.0,10351647221.430908,0.0
18355,Russia,2060,ref,d8,coal,45430739.76567978,10351647221.430908,0.0043887449788305175
18356,Russia,2060,ref,d8,modern,10306216481.66523,10351647221.430908,0.9956112550211696
18357,Russia,2060,ref,d9,TradBio,0.0,10954642285.410763,0.0
18358,Russia,2060,ref,d9,coal,40004343.6496081,10954642285.410763,0.0036518165182705523
18359,Russia,2060,ref,d9,modern,10914637941.761156,10954642285.410763,0.9963481834817296
18360,South Africa,2020,ndc,d1,TradBio,42249181.60457209,360153630.90568674,0.1173087759752056
18361,South Africa,2020,ndc,d1,coal,266797011.82691756,360153630.90568674,0.7407866780517994
18362,South Africa,2020,ndc,d1,modern,51107437.4741971,360153630.90568674,0.141904545972995
18363,South Africa,2020,ndc,d10,TradBio,0.0,6075496250.006952,0.0
18364,South Africa,2020,ndc,d10,coal,68543291.61056224,6075496250.006952,0.011281924766307575
18365,South Africa,2020,ndc,d10,modern,6006952958.396389,6075496250.006952,0.9887180752336923
18366,South Africa,2020,ndc,d2,TradBio,32348846.985995762,416609660.1975456,0.07764785619866993
18367,South Africa,2020,ndc,d2,coal,262052075.81456992,416609660.1975456,0.6290110404312554
